stid,ok,name,start_date,end_date,lat,lon,heigh,height2,type,disappear_time,remark,gjjhzh_194_remark,ybzh_2170_remark,,,,红色112
53929,陕西,长武,195609,200012,35.2,107.8,1206.5,1206.8,基本站,,,,一般站,,,,
53930,甘肃,华池,198101,201012,36.45,107.9833333,1271,1272.2,,,,,一般站,,,,
53931,陕西,富县,198101,201012,36,109.3666667,984,984.8,,,,,一般站,,,,
53934,甘肃,合水,198101,201012,35.78333333,107.9833333,1274.2,1275.7,,,,,一般站,,,,
53935,甘肃,正宁,198101,201012,35.48333333,108.4,1481.9,1483.1,,,,,一般站,,,,
53937,甘肃,宁县,198101,201012,35.51666667,107.9166667,979.4,980.6,,,,,一般站,,,,
53938,陕西,旬邑,198101,201012,35.01666667,108.3,1277,1277.9,,,,,一般站,,,,
53941,陕西,白水,198101,201012,35.18333333,109.5833333,804.4,807.1,,,,,一般站,,,,
53942,陕西,洛川,195411,200012,35.76666667,109.4166667,1155.9,1156.9,基准站,,1994年改基准站,,一般站,,,,
53944,陕西,黄陵,198101,201012,35.56666667,109.25,863,857.3,,,,,一般站,,,,
53945,陕西,宜君,198101,201012,35.43333333,109.0666667,1395.2,1394.4,,,,,一般站,,,,
53946,陕西,黄龙,198101,201012,35.6,109.8166667,1091,1091,,,,,一般站,,,,
53947,陕西,铜川,195501,199812,35.08333333,109.0666667,978.9,979.7,基本站,,1999年改一般站其业务由57037代,,一般站,,,,
53948,陕西,蒲城,198101,201012,34.95,109.5833333,499.2,499.9,,,,,一般站,,,,
53949,陕西,澄城,198101,201012,35.18333333,109.9166667,679.1,680.4,,,,,一般站,,,,
53950,陕西,合阳,198101,201012,35.23333333,110.15,708.8,709.9,,,,,一般站,,,,
53953,山西,乡宁,198101,201012,35.96666667,110.85,965.3,966.2,,,,,一般站,,,,
53954,山西,稷山,198101,201012,35.61666667,110.9666667,433.5,433.5,,,,,一般站,,,,
53956,山西,万荣,198101,201012,35.4,110.0833333,588.4,589.6,,,,,一般站,,,,
53957,山西,河津,198101,201012,35.61666667,110.7166667,459.2,460,,,,,一般站,,,,
53958,山西,临猗,198101,201012,35.01666667,110.7833333,435.6,436.7,,,,,一般站,,,,
53959,山西,运城,195601,201207,35.05,111.05,365,366.7,基本站,,,国际交换站,一般站,,,,
53961,山西,曲沃,198101,201012,35.65,111.4833333,472.6,473.4,,,,,一般站,,,,
53962,山西,翼城,198101,201012,35.73333333,111.7,584.5,585.3,,,,,一般站,,,,
53963,山西,侯马,199101,200012,35.65,111.3666667,433.8,435.1,基准站,,1991年改基准站,,一般站,,,,
53964,山西,新绛,198101,201012,35.61666667,111.2166667,430.8,431.8,,,,,一般站,,,,
53965,山西,绛县,198101,201012,35.51666667,111.5666667,761,761.9,,,,,一般站,,,,
53966,山西,浮山,198101,201012,35.98333333,111.0833333,817.2,818.1,,,,,一般站,,,,
53967,山西,闻喜,198101,201012,35.03333333,111.2,468.3,469.8,,,,,一般站,,,,
53968,山西,垣曲,198101,201012,35.28333333,111.0666667,505,505.9,,,,,一般站,,,,
53970,山西,沁水,198101,201012,35.7,112.2,887.3,887.1,,,,,一般站,,,,
53972,河南,沁阳,198101,201012,35.05,112.9,117.5,118.5,,,,,一般站,,,,
53973,山西,高平,198101,201012,35.76666667,112.95,837.3,836.6,,,,,一般站,,,,
53974,河南,淇县,198101,201012,35.61666667,114.2333333,70.4,71.3,,,,,一般站,,,,
53975,山西,阳城,195701,200012,35.48333333,112.4,659.5,661.1,基本站,,,,一般站,,,,
53976,山西,晋城,198101,201012,35.05,112.8666667,752.6,753.6,,,,,一般站,,,,
53978,河南,济源,198101,201012,35.08333333,112.6333333,140.1,140.9,,,,,一般站,,,,
53979,河南,博爱,198101,201012,35.15,113.0833333,120,121.1,,,,,一般站,,,,
53980,河北,肥乡,198101,201012,36.55,114.8,50.2,51.3,,,,,一般站,,,,
53981,山西,陵川,198101,201012,35.78333333,113.2666667,1311.6,1313.2,,,,,一般站,,,,
53982,河南,焦作,198101,201012,35.23333333,113.2666667,112,113.5,,,,,一般站,,,,
53983,河南,封丘,198101,201012,35.03333333,114.4166667,69.6,70.8,,,,,一般站,,,,
53984,河南,修武,198101,201012,35.23333333,113.4666667,82.7,83.7,,,,,一般站,,,,
53985,河南,辉县,198101,201012,35.05,113.8166667,140.7,142.2,,,,,一般站,,,,
53986,河南,新乡,195101,200012,35.31666667,113.8833333,73.2,74.2,基本站,,,,一般站,,,,
53987,河南,武陟,198101,201012,35.1,113.35,94.5,95.5,,,,,一般站,,,,
53988,河南,获嘉,198101,201012,35.26666667,113.0666667,77.6,78.8,,,,,一般站,,,,
53989,河南,原阳,198101,201012,35.08333333,113.9833333,75.9,76.9,,,,,一般站,,,,
53991,河南,汤阴,198101,201012,35.91666667,114.0333333,93,93.9,,,,,一般站,,,,
53992,河南,浚县,198101,201012,35.65,114.5166667,58.2,59.2,,,,,一般站,,,,
53993,河南,内黄,198101,201012,35.93333333,114.9166667,51.6,52.4,,,,,一般站,,,,
53994,河南,卫辉,198101,201012,35.38333333,114.0666667,70,71.2,,,,,一般站,,,,
53995,河南,滑县,198101,201012,35.55,114.05,62.5,64.5,,,,,一般站,,,,
53996,河北,成安,198101,201012,36.45,114.65,57.9,59,,,,,一般站,,,,
53997,河南,延津,198101,201012,35.15,114.1833333,71.1,72.3,,,,,一般站,,,,
53998,河南,长垣,198101,201012,35.2,114.65,61.6,62.5,,,,,一般站,,,,
54012,内蒙古,西乌珠穆沁旗,195411,201207,44.58333333,117.6,1001.7,1002.6,基本站,,,国际交换站,一般站,,,,
54024,内蒙古,富河,198101,201012,44.45,119.3,710,710,,,,,一般站,,,,
54026,内蒙古,扎鲁特,195205,201207,44.56666667,120.9,265,265.8,基本站,,,国际交换站,一般站,,,,
54027,内蒙古,巴林左旗,195301,201207,43.98333333,119.4,486.2,487.2,基准站,,1987年改基准站,国际交换站,一般站,,,,
54031,内蒙古,高力板,198101,201012,44.9,121.8166667,198.3,201.1,,,,,一般站,,,,
54039,内蒙古,舍伯吐,198101,201012,44.03333333,122.0166667,181.6,182.7,,,,,一般站,,,,
54041,吉林,通榆,195501,200012,44.8,123.0666667,150,155.4,基本站,,,,一般站,,,,
54047,内蒙古,科左中旗,198101,201012,44.13333333,123.2833333,145.8,146.9,,,,,一般站,,,,
54049,吉林,长岭,195209,200012,44.25,123.9666667,188.9,190.4,基本站,,,,一般站,,,,
54063,吉林,三岔河,195209,200012,44.96666667,126,196.8,197.7,基本站,,,,一般站,,,,
54064,吉林,农安,198101,201012,44.38333333,125.15,170.2,175.4,,,,,一般站,,,,
54065,吉林,德惠,198101,201012,44.53333333,125.65,169.1,173.4,,,,,一般站,,,,
54069,吉林,九台,198101,201012,44.01666667,125.8,174.5,175.6,,,,,一般站,,,,
54072,吉林,榆树,198101,201012,44.85,126.5166667,196.5,203.3,,,,,一般站,,,,
54076,吉林,舒兰,198101,201012,44.38333333,126.9333333,268.1,269.3,,,,,一般站,,,,
54080,黑龙江,五常,198101,201012,44.9,127.15,194.6,196.5,,,,,一般站,,,,
54092,黑龙江,海林,198101,201012,44.6,129.4,292.1,294.8,,,,,一般站,,,,
54093,黑龙江,穆棱,198101,201012,44.93333333,130.55,266.3,271.7,,,,,一般站,,,,
54094,黑龙江,牡丹江,195101,201207,44.05,129.0666667,305.7,306.5,基本站,,,国际交换站,一般站,,,,
54096,黑龙江,绥芬河,195208,201207,44.38333333,131.0166667,567.8,569.8,基本站,,,国际交换站,一般站,,,,
54098,黑龙江,宁安,198101,201012,44.03333333,129.4666667,267.9,272.4,,,,,一般站,,,,
54099,黑龙江,东宁,198101,201012,44.08333333,131.1333333,148.6,151.3,,,,,一般站,,,,
54102,内蒙古,锡林浩特,195206,201207,43.95,116.1166667,1003,1003.8,基本站,,,国际交换站,一般站,,,,
54113,内蒙古,巴林右旗,198101,201012,43.53333333,118.65,621.4,622.5,,,,,一般站,,,,
54115,内蒙古,林西,195205,201207,43.63333333,118.0333333,825,825.4,基本站,,,国际交换站,一般站,,,,
54117,内蒙古,克什克腾,198101,201012,43.25,117.5333333,1003.3,1004.4,,,,,一般站,,,,
54122,内蒙古,阿鲁科尔沁旗,198101,201012,43.88333333,120.05,374.9,376,,,,,一般站,,,,
54132,内蒙古,青龙山,198101,201012,42.4,121.0666667,400,400.6,,,,,一般站,,,,
54134,内蒙古,开鲁,195205,200012,43.6,121.2833333,241,242.3,基准站,,1991年改基准站,,一般站,,,,
54135,内蒙古,通辽,195101,201207,43.6,122.2666667,178.7,180.1,基本站,,,国际交换站,一般站,,,,
54142,吉林,双辽,195301,200012,43.05,123.5333333,114.9,116.6,基本站,,,,一般站,,,,
54154,吉林,梨树,198101,201012,43.35,124.3,160.2,160.6,,,,,一般站,,,,
54155,吉林,孤家子,199101,201012,43.06666667,124.2333333,144.2,145,,,,,一般站,,,,
54157,吉林,四平,195101,201207,43.01666667,124.0333333,165.7,167.2,基本站,,,国际交换站,一般站,,,,
54161,吉林,长春,195101,201207,43.9,125.2166667,236.8,237.5,基准站,,1987年改基准站,国际交换站,一般站,,,,
54164,吉林,伊通,198101,201012,43.35,125.2833333,248.1,249.6,,,,,一般站,,,,
54165,吉林,双阳,198101,201012,43.55,125.6333333,219.5,223.9,,,,,一般站,,,,
54169,吉林,烟筒山,196101,199512,43.3,126.0166667,271.6,270.3,一般站,业务由54263代,1996年改一般,,一般站,,,,
54171,吉林,永吉,199601,200012,43.7,126.5166667,229.5,232.4,基本站,,,,一般站,,,,
54172,吉林,吉林,195101,199512,43.86666667,126.5333333,290.3,291.7,一般站,业务由54263代,1996年改一般,,一般站,,,,
54181,吉林,蛟河,195101,200012,43.7,127.0333333,295,294.5,基本站,,,,一般站,,,,
54186,吉林,敦化,195301,200012,43.36666667,128.2,524.9,526,基准站,,1987年改基准站,,一般站,,,,
54187,吉林,安图,198101,201012,43.11666667,128.9166667,366.6,369,,,,,一般站,,,,
54192,吉林,罗子河,195712,198812,43.7,130.2666667,384.6,386,一般站,,1989年改一般,,一般站,,,,
54195,吉林,汪清,198901,200012,43.3,129.7833333,244.8,244.9,基本站,,,,一般站,,,,
54204,内蒙古,正镶白旗,198101,201012,42.3,115,1346.3,1347.8,,,,,一般站,,,,
54205,内蒙古,正蓝旗,198101,201012,42.23333333,116,1315.5,1316.6,,,,,一般站,,,,
54208,内蒙古,多伦,195206,201207,42.18333333,116.4666667,1245.4,1247,基准站,,1991年改基准站,国际交换站,一般站,,,,
54213,内蒙古,翁牛特,195612,200012,42.93333333,119.0166667,634.3,635.7,基本站,,,,一般站,,,,
54214,内蒙古,岗子,198101,201012,42.58333333,118.4166667,960,961.3,,,,,一般站,,,,
54218,内蒙古,赤峰,195101,201207,42.3,118.0833333,668.6,669,基本站,,,国际交换站,一般站,,,,
54223,内蒙古,奈曼,198101,201012,42.85,120.65,362.9,364,,,,,一般站,,,,
54225,内蒙古,敖汉,198101,201012,42.3,119.95,579.4,580.3,,,,,一般站,,,,
54226,内蒙古,宝国图,195612,200012,42.03333333,120.7,400.5,402,基本站,,,,一般站,,,,
54231,内蒙古,科左后旗,198101,201012,42.96666667,122.35,248.1,249.3,,,,,一般站,,,,
54234,内蒙古,库伦,198101,201012,42.73333333,121.75,297.8,298.9,,,,,一般站,,,,
54236,辽宁,彰武,195207,201207,42.38333333,122.55,79.4,85,基本站,,,国际交换站,一般站,,,,
54237,辽宁,阜新,195101,200012,42.03333333,121.65,166.8,167.8,基本站,,,,,,,,
54243,辽宁,昌图,198101,201012,42.78333333,124.1166667,165.1,165.8,,,,,一般站,,,,
54244,辽宁,康平,198101,201012,42.75,123.0333333,118.6,120.1,,,,,一般站,,,,
54245,辽宁,法库,198101,201012,42.05,123.4,97.8,99.3,,,,,一般站,,,,
54248,辽宁,沈北新区,199201,201012,42.03333333,123.5333333,61.6,67.8,,,,,一般站,,,,
54249,辽宁,铁岭,198101,201012,42.3,123.8666667,85.4,79.4,,,,,一般站,,,,
54252,辽宁,西丰,198101,201012,42.73333333,124.75,196.1,198.7,,,,,一般站,,,,
54254,辽宁,开原,195410,200012,42.53333333,124.05,98.2,102.9,基本站,,,,一般站,,,,
54259,辽宁,清原,195701,200012,42.06666667,124.8666667,224,230,基本站,,,,一般站,,,,
54260,吉林,辽源,198101,201012,42.91666667,125.0833333,252.9,254.4,,,,,一般站,,,,
54261,吉林,东丰,198101,201012,42.06666667,125.4666667,345.3,345.8,,,,,一般站,,,,
54263,吉林,磐石,199601,200012,42.96666667,126.05,336.7,339.5,基本站,,,,一般站,,,,
54266,吉林,梅河口,195206,200012,42.53333333,125.6333333,340.5,341.5,基本站,,,,一般站,,,,
54267,吉林,柳河,198101,201012,42.25,125.7333333,362.3,363.2,,,,,一般站,,,,
54273,吉林,桦甸,195601,200012,42.98333333,126.75,263.3,264.8,基本站,,,,一般站,,,,
54274,吉林,辉南,198101,201012,42.68333333,125.9833333,306.7,308.3,,,,,一般站,,,,
54276,吉林,靖宇,195412,200012,42.4,126.8,570,569.6,基本站,,,,一般站,,,,
54279,吉林,江源,200701,201012,42.05,126.5833333,544.4,545.4,,,,,一般站,,,,
54284,吉林,东岗,195612,200012,42.15,127.05,774.2,775.4,基准站,,1992年改基准站,,一般站,,,,
54285,吉林,松江,195711,200012,42.41666667,128.1166667,721.4,722.4,基本站,,,,一般站,,,,
54286,吉林,和龙,198101,201012,42.53333333,129,475.6,478.8,,,,,一般站,,,,
54287,吉林,天池,195810,199809,42.01666667,128.0833333,2623.9,2623,基本站,,1989年起改为季节站,,,,,,
54290,吉林,龙井,198101,201012,42.76666667,129.4,241.1,248.1,,,,,一般站,,,,
54291,吉林,珲春,198101,201012,42.9,130.2833333,36.5,37.8,,,,,一般站,,,,
54292,吉林,延吉,195301,201207,42.86666667,129.05,257.3,258.5,基本站,,,国际交换站,一般站,,,,
54293,吉林,图们,198101,201012,42.95,129.0833333,142.8,141.3,,,,,一般站,,,,
54301,河北,沽源,198101,201012,41.06666667,115.0666667,1412,1413.1,,,,,一般站,,,,
54304,河北,崇礼,198101,201012,40.95,115.2666667,1239.8,1241.1,,,,,一般站,,,,
54305,内蒙古,太仆寺,198101,201012,41.88333333,115.2666667,1468.9,1470,,,,,一般站,,,,
54308,河北,丰宁,195601,200012,41.2,116.6333333,735.1,736.3,基准站,,1993年改基准站,,一般站,,,,
54311,河北,围场,195101,200012,41.96666667,117.7666667,892.7,893.8,基本站,,,,一般站,,,,
54313,内蒙古,喀喇沁,198101,201012,41.93333333,118.7,733.7,734.8,,,,,一般站,,,,
54316,内蒙古,八里罕,198101,201012,41.51666667,118.75,679.3,680.7,,,,,一般站,,,,
54318,河北,隆化,198101,201012,41.31666667,117.7333333,561.6,562.8,,,,,一般站,,,,
54319,河北,平泉,198101,201012,41,118.0666667,502.3,503.3,,,,,一般站,,,,
54320,内蒙古,宁城,198101,201012,41.6,119.3,544.2,545.3,,,,,一般站,,,,
54321,辽宁,建平县,198101,201012,41.86666667,119.6333333,661.8,661.6,,,,,一般站,,,,
54323,辽宁,北票,198101,201012,41.81666667,120.7833333,253.8,253.5,,,,,一般站,,,,
54324,辽宁,朝阳,195205,201207,41.55,120.4333333,174.3,175.3,基准站,,1992年改基准站,国际交换站,一般站,,,,
54325,辽宁,羊山,198101,201012,41.18333333,120.35,183.8,183.1,,,,,一般站,,,,
54326,辽宁,叶柏寿,195207,200012,41.41666667,119.6166667,462.2,470.1,基本站,,,,一般站,,,,
54327,辽宁,凌源,198101,201012,41.23333333,119.35,417.1,421.5,,,,,一般站,,,,
54328,辽宁,喀左,198101,201012,41.08333333,119.7166667,296.8,300.6,,,,,一般站,,,,
54332,辽宁,辽中,198101,201012,41.51666667,122.7166667,12.2,13.9,,,,,一般站,,,,
54333,辽宁,新民,198701,200012,41.96666667,122.85,30.9,32.1,基准站,,1987年改基准站,,一般站,,,,
54335,辽宁,黑山,195601,200012,41.68333333,122.0833333,37.5,37.5,基本站,,,,,,,,
54336,辽宁,台安,198101,201012,41.41666667,122.4166667,8.3,13.1,,,,,一般站,,,,
54337,辽宁,锦州,195101,201207,41.13333333,121.1166667,65.9,70.2,基本站,,,国际交换站,,,,,
54338,辽宁,盘山,198101,201012,41.28333333,121.95,3.2,4.1,,,,,一般站,,,,
54339,辽宁,鞍山,195101,200012,41.08333333,123,77.3,78.5,基本站,,,,一般站,,,,
54340,辽宁,苏家屯,200301,201012,41.06666667,123.3166667,35.8,47.6,,,,,一般站,,,,
54342,辽宁,沈阳,195101,201207,41.73333333,123.5166667,49,49.5,基本站,,,国际交换站,一般站,,,,
54345,辽宁,辽阳县,200401,201012,41.2,123.0666667,30.7,29.6,,,,,一般站,,,,
54346,辽宁,本溪,195505,201207,41.31666667,123.7833333,185.4,186.1,基本站,,,国际交换站,一般站,,,,
54347,辽宁,辽阳,198101,201012,41.23333333,123.0166667,24.8,25.7,,,,,一般站,,,,
54348,辽宁,灯塔,200401,201012,41.41666667,123.0333333,36.8,36.5,,,,,一般站,,,,
54351,辽宁,章党,195101,200012,41.91666667,124.0833333,118.5,116.5,基本站,,,,一般站,,,,
54353,辽宁,新宾,198101,201012,41.73333333,125.05,328.4,331.7,,,,,一般站,,,,
54362,吉林,通化县,198101,201012,41.06666667,125.7333333,380.1,388.8,,,,,一般站,,,,
54363,吉林,通化,195101,200012,41.68333333,125.9,402.9,404.3,基本站,,,,一般站,,,,
54365,辽宁,桓仁,195207,200012,41.26666667,125.35,240.3,242,基本站,,,,,,,,
54371,吉林,白山,198101,201012,41.93333333,126.4333333,520.6,521.6,,,,,一般站,,,,
54374,吉林,临江,195301,201207,41.8,126.8833333,379.7,378.9,基本站,,,国际交换站,一般站,,,,
54377,吉林,集安,195401,200012,41.15,126.2166667,225.1,225.5,基本站,,,,一般站,,,,
54386,吉林,长白,195612,200012,41.41666667,128.1833333,775,777.8,基本站,,,,一般站,,,,
54398,北京,顺义,198101,201012,40.13333333,116.6166667,28.6,29.6,,,,,一般站,,,,
54399,北京,海淀,198101,201012,39.98333333,116.2833333,45.8,46.9,,,,,一般站,,,,
54401,河北,张家口,195601,200012,40.76666667,114.9166667,772.8,774.1,基本站,,,,一般站,,,,
54404,河北,赤城,198101,201012,40.88333333,115.0833333,867.6,868.7,,,,,一般站,,,,
54405,河北,怀来,195401,201207,40.41666667,115.05,570.9,572.1,基本站,,,国际交换站,一般站,,,,
54406,北京,延庆,198101,201012,40.45,115.9666667,487.9,489.1,,,,,一般站,,,,
54408,河北,涿鹿,198101,201012,40.38333333,115.2166667,529.6,530.7,,,,,一般站,,,,
54416,北京,密云,199101,200012,40.38333333,116.8666667,71.8,73,基准站,缺199107-199112,1993年改基准站,,一般站,,,,
54419,北京,怀柔,198101,201012,40.36666667,116.6333333,75.7,76.8,,,,,一般站,,,,
54420,河北,滦平,198101,201012,40.93333333,117.0333333,529,530.1,,,,,一般站,,,,
54423,河北,承德,195101,201207,40.96666667,117.9166667,422.3,423.5,基本站,,,国际交换站,一般站,,,,
54424,北京,平谷,198101,201012,40.01666667,117.1166667,32.1,33.3,,,,,一般站,,,,
54425,河北,兴隆,198101,201012,40.4,117.4666667,633.2,634.4,,,,,一般站,,,,
54428,天津,蓟县,198101,201012,40.03333333,117.4,15.7,16.9,,,,,一般站,,,,
54429,河北,遵化,195601,200012,40.2,117.95,54.9,56.1,基本站,,,,一般站,,,,
54430,河北,承德县,198101,201012,40.76666667,118.15,269.2,270.3,,,,,一般站,,,,
54431,北京,通州,198101,201012,39.91666667,116.6333333,43.3,44.5,,,,,一般站,,,,
54432,河北,宽城,198101,201012,40.6,118.4833333,304.7,305.8,,,,,一般站,,,,
54433,北京,朝阳,198101,201012,39.95,116.05,35.3,36.3,,,,,一般站,,,,
54434,河北,迁西,198101,201012,40.01666667,118.0333333,131.6,132.8,,,,,一般站,,,,
54436,河北,青龙,195701,200012,40.41666667,118.95,254.3,255.4,基本站,,,,一般站,,,,
54437,河北,滦南,198101,201012,39.05,118.6166667,18.3,19.3,,,,,一般站,,,,
54438,河北,卢龙,198101,201012,39.88333333,118.8833333,65,66.1,,,,,一般站,,,,
54439,河北,迁安,198101,201012,40.01666667,118.7166667,50.9,52,,,,,一般站,,,,
54449,河北,秦皇岛,195401,200012,39.85,119.5166667,2.4,3.5,基本站,,,,一般站,,,,
54452,辽宁,建昌,198101,201012,40.8,119.8166667,365.5,367.8,,,,,一般站,,,,
54453,辽宁,连山区,198101,201012,40.78333333,120.8833333,38.5,43,,,,,一般站,,,,
54454,辽宁,绥中,195601,200012,40.03333333,120.3,29,29,基本站,,,,一般站,,,,
54455,辽宁,兴城,195101,200012,40.61666667,120.65,20.5,21.5,基准站,,1990年改基准站,,一般站,,,,
54470,辽宁,大洼,198101,201012,41.01666667,122.0666667,5.5,6.1,,,,,一般站,,,,
54471,辽宁,营口,195101,201207,40.65,122.0166667,3.8,4.6,基本站,,,国际交换站,一般站,,,,
54474,辽宁,盖州,198101,201012,40.41666667,122.35,24.8,27.6,,,,,一般站,,,,
54475,辽宁,大石桥,198101,201012,40.61666667,122.4833333,11.5,15.3,,,,,一般站,,,,
54476,辽宁,熊岳,195201,200012,40.01666667,122.15,20.4,37.9,基本站,,,,一般站,,,,
54483,辽宁,草河口,195207,199106,40.88333333,123.9,233.6,239.8,一般站,,1991年7月改一般,,一般站,,,,
54486,辽宁,岫岩,195212,200012,40.28333333,123.2833333,79.8,81.3,基本站,,,,一般站,,,,
54493,辽宁,宽甸,195401,200012,40.71666667,124.7833333,260.1,261.1,基准站,,1992年改基准站,,一般站,,,,
54494,辽宁,凤城,198101,201012,40.46666667,124.0666667,72.6,74.4,,,,,一般站,,,,
54497,辽宁,丹东,195101,201207,40.05,124.0333333,13.8,13.1,基本站,,,国际交换站,一般站,,,,
54499,北京,昌平,198101,201012,40.21666667,116.2166667,76.2,77.4,,,,,一般站,,,,
54501,北京,斋堂,198101,201012,39.96666667,115.6833333,440.3,441.3,,,,,一般站,,,,
54502,河北,涿州,198101,201012,39.48333333,116.0333333,29.3,30.4,,,,,一般站,,,,
54503,河北,容城,198101,201012,39.06666667,115.8166667,12.8,14,,,,,一般站,,,,
54505,北京,门头沟,198101,201012,39.93333333,116.1,98,99.1,,,,,一般站,,,,
54506,河北,高碑店,198101,201012,39.31666667,115.95,24.6,25.7,,,,,一般站,,,,
54507,河北,易县,198101,201012,39.03333333,115.5166667,49.3,50.8,,,,,一般站,,,,
54510,河北,大厂,198101,201012,39.91666667,116.95,18.3,19.3,,,,,一般站,,,,
54511,北京,北京,195101,201207,39.8,116.4666667,31.3,32.5,基本站,,,国际交换站,一般站,,,,
54512,河北,固安,198101,201012,39.41666667,116.2833333,21.4,22.6,,,,,一般站,,,,
54513,北京,石景山,198101,201012,39.95,116.2,65.6,66.8,,,,,一般站,,,,
54514,北京,丰台,198101,201012,39.86666667,116.25,55.2,56.7,,,,,一般站,,,,
54515,河北,廊坊,198101,201012,39.05,116.7,13.7,14.8,,,,,一般站,,,,
54518,河北,霸州,195701,200012,39.01666667,116.4,8.9,10.4,基本站,,,,一般站,,,,
54519,河北,永清,198101,201012,39.3,116.4833333,12.2,13.4,,,,,一般站,,,,
54520,河北,三河,198101,201012,39.96666667,117.0833333,18.1,19.3,,,,,一般站,,,,
54521,河北,香河,198101,201012,39.76666667,116.9833333,13,14.2,,,,,一般站,,,,
54522,河北,玉田,198101,201012,39.88333333,117.7333333,14.4,15.6,,,,,一般站,,,,
54523,天津,武清,198101,201012,39.38333333,117.0166667,4.5,5.7,,,,,一般站,,,,
54525,天津,宝坻,198101,201012,39.73333333,117.2833333,5.1,6.3,,,,,一般站,,,,
54526,天津,东丽,198101,201012,39.08333333,117.0333333,1.9,2.6,,,,,一般站,,,,
54527,天津,天津,195101,201207,39.08333333,117.05,3.5,4.3,基本站,,,国际交换站,一般站,,,,
54528,天津,北辰,198101,201012,39.23333333,117.1333333,3.4,4.6,,,,,一般站,,,,
54529,天津,宁河,198101,201012,39.35,117.8166667,3.9,5.1,,,,,一般站,,,,
54530,天津,汉沽,198101,201012,39.23333333,117.7666667,1.3,2.5,,,,,一般站,,,,
54531,河北,滦县,198101,201012,39.73333333,118.7166667,43,44.1,,,,,一般站,,,,
54532,河北,丰润,198101,201012,39.8,118.0833333,31.6,32.8,,,,,一般站,,,,
54533,河北,丰南,198101,201012,39.58333333,118.1,8.9,10.1,,,,,一般站,,,,
54534,河北,唐山,195701,200012,39.65,118.1,23.2,24.5,基本站,,,,一般站,,,,
54535,河北,曹妃甸,198101,201012,39.28333333,118.4666667,3.2,4.4,,,,,一般站,,,,
54539,河北,乐亭,195701,201207,39.43333333,118.8833333,8.5,9.7,基准站,,1988年改基准站,国际交换站,一般站,,,,
54540,河北,昌黎,198101,201012,39.73333333,119.2,17.6,18.7,,,,,一般站,,,,
54541,河北,抚宁,198101,201012,39.9,119.2333333,24.3,25.4,,,,,一般站,,,,
54563,辽宁,瓦房店,195701,200012,39.63333333,122.0166667,118.7,119,基本站,,,,一般站,,,,
54565,辽宁,长兴岛,#N/A,#N/A,39.6,121.4666667,70.6,72,,,,,一般站,,,,
54568,辽宁,金州,198101,201012,39.06666667,121.75,90.8,94.2,,,,,一般站,,,,
54569,辽宁,普兰店,198101,201012,39.41666667,121.95,11.7,12.7,,,,,一般站,,,,
54575,辽宁,皮口,195601,199212,39.41666667,122.3666667,43.2,43.1,一般站,,1991年7月改一般,,一般站,,,,
54579,辽宁,长海,199502,200012,39.26666667,122.5833333,35.5,33.6,基本站,,,,一般站,,,,
54584,辽宁,庄河,195601,200012,39.71666667,122.95,34.8,35.9,基本站,,,,一般站,,,,
54590,辽宁,东港,198101,201012,39.88333333,124.0166667,4.2,5.3,,,,,一般站,,,,
54594,北京,大兴,198101,201012,39.71666667,116.35,37.6,38.8,,,,,一般站,,,,
54596,北京,房山,198101,201012,39.76666667,116.2,48.9,49.9,,,,,一般站,,,,
54597,北京,霞云岭,198101,201012,39.73333333,115.7333333,407.7,408.7,,,,,一般站,,,,
54601,河北,徐水,198101,201012,38.98333333,115.65,13.1,14.3,,,,,一般站,,,,
54602,河北,保定,195501,200012,38.73333333,115.4833333,16.8,17.9,基本站,,,,一般站,,,,
54603,河北,高阳,198101,201012,38.71666667,115.7666667,10,11.2,,,,,一般站,,,,
54604,河北,安国,198101,201012,38.41666667,115.0333333,29.6,30.8,,,,,一般站,,,,
54605,河北,安新,198101,201012,38.93333333,115.9333333,4.4,5.6,,,,,一般站,,,,
54606,河北,饶阳,195701,200012,38.23333333,115.7333333,19,20.2,基准站,,1991年改基准站,,一般站,,,,
54607,河北,望都,198101,201012,38.71666667,115.1166667,45,46.2,,,,,一般站,,,,
54608,河北,深州,198101,201012,38,115.55,26.1,27.3,,,,,一般站,,,,
54609,河北,安平,198101,201012,38.23333333,115.5833333,22.4,23.6,,,,,一般站,,,,
54610,河北,任丘,198101,201012,38.73333333,116.1,8.1,9.2,,,,,一般站,,,,
54611,河北,满城,198101,201012,38.93333333,115.3166667,44.8,45.9,,,,,一般站,,,,
54612,河北,文安,198101,201012,38.85,116.45,4.3,5.4,,,,,一般站,,,,
54613,河北,大城,198101,201012,38.7,116.6166667,6.9,8,,,,,一般站,,,,
54614,河北,河间,198101,201012,38.41666667,116.05,10.9,12.4,,,,,一般站,,,,
54615,河北,青县,198101,201012,38.58333333,116.85,8,9.3,,,,,一般站,,,,
54616,河北,沧洲,195401,199512,38.35,116.85,8,9.1,一般站,,1996年改一般站,,一般站,,,,
54617,河北,献县,198101,201012,38.18333333,116.1166667,13.2,14.4,,,,,一般站,,,,
54618,河北,泊头,195701,201207,38.08333333,116.55,13.2,14.3,基本站,,,国际交换站,一般站,,,,
54619,天津,静海,198101,201012,38.91666667,116.9166667,5.5,6.7,,,,,一般站,,,,
