stid,ok,name,start_date,end_date,lat,lon,heigh,height2,type,disappear_time,remark,gjjhzh_194_remark,ybzh_2170_remark,,,,红色112
57965,湖南,道县,195908,200012,25.53333333,111.6,192.2,191,基本站,,,,一般站,,,,
57966,湖南,宁远,198101,201012,25.6,111.9666667,244.2,241.5,,,,,一般站,,,,
57969,湖南,江永,198101,201012,25.26666667,111.0333333,227.2,230.6,,,,,一般站,,,,
57971,湖南,新田,198101,201012,25.91666667,112.2,224.2,225.1,,,,,一般站,,,,
57972,湖南,郴州,195108,200012,25.8,113.0333333,184.9,187.1,基本站,,,,一般站,,,,
57973,湖南,桂阳,198101,201012,25.75,112.7166667,329.1,330.3,,,,,一般站,,,,
57974,湖南,嘉禾,198101,201012,25.58333333,112.3666667,214.5,212.6,,,,,一般站,,,,
57975,湖南,蓝山,198101,201012,25.38333333,112.2,277,277.8,,,,,一般站,,,,
57976,湖南,宜章,198101,201012,25.41666667,112.95,222.8,226.4,,,,,一般站,,,,
57978,湖南,临武,198101,201012,25.28333333,112.55,292,293.2,,,,,一般站,,,,
57981,湖南,资兴,198101,201012,25.98333333,113.2166667,139.3,140.5,,,,,一般站,,,,
57985,湖南,汝城,198101,201012,25.56666667,113.6833333,609.8,611,,,,,一般站,,,,
57988,广东,乐昌,198101,201012,25.15,113.35,102.6,103.5,,,,,一般站,,,,
57989,广东,仁化,198101,201012,25.06666667,113.7666667,112.7,113.6,,,,,一般站,,,,
57990,江西,崇义,198101,201012,25.7,114.3,246.9,248.1,,,,,一般站,,,,
57991,江西,上犹,198101,201012,25.8,114.55,140.2,141.9,,,,,一般站,,,,
57992,江西,南康,198101,201012,25.06666667,114.75,127,128.2,,,,,一般站,,,,
57993,江西,赣州,195101,201207,25.86666667,115,137.5,138.7,基本站,,,国际交换站,一般站,,,,
57994,江西,大余,198101,201012,25.4,114.35,215.6,216.8,,,,,一般站,,,,
57995,江西,信丰,198101,201012,25.4,114.9333333,164.2,165.4,,,,,一般站,,,,
57996,广东,南雄,195409,200012,25.08333333,114.25,149.7,150.5,基准站,,1993年改基准站,,一般站,,,,
58001,河南,睢县,198101,201012,34.43333333,115.1,56.3,56.9,,,,,一般站,,,,
58002,山东,曹县,198101,201012,34.85,115.5833333,49,50.2,,,,,一般站,,,,
58003,山东,成武,198101,201012,34.95,115.8833333,45.4,46.6,,,,,一般站,,,,
58004,河南,民权,198101,201012,34.65,115.15,60.6,61.6,,,,,一般站,,,,
58005,河南,尚丘,195308,200012,34.45,115.0666667,50.1,51.1,基准站,,1993年改基准站,,一般站,,,,
58006,河南,虞城,198101,201012,34.38333333,115.8833333,46.3,50.6,,,,,一般站,,,,
58007,河南,柘城,198101,201012,34.06666667,115.3,47.2,53.2,,,,,一般站,,,,
58008,河南,宁陵,198101,201012,34.46666667,115.0333333,54.4,59.2,,,,,一般站,,,,
58011,山东,单县,198101,201012,34.8,116.0666667,46.2,47.4,,,,,一般站,,,,
58012,江苏,丰县,198101,201012,34.68333333,116.5833333,40.1,43.6,,,,,一般站,,,,
58013,江苏,沛县,198101,201012,34.75,116.9,36.5,36.8,,,,,一般站,,,,
58015,安徽,砀山,195410,200012,34.45,116.0333333,44.2,45.4,基本站,,,,一般站,,,,
58016,安徽,萧县,198101,201012,34.18333333,116.9666667,34.7,35.9,,,,,一般站,,,,
58017,河南,夏邑,198101,201012,34.25,116.1333333,41,42,,,,,一般站,,,,
58020,山东,微山,198101,201012,34.8,117.1333333,35.1,36.2,,,,,一般站,,,,
58021,山东,薛城,198101,201012,34.78333333,117.2833333,80.5,81.7,,,,,一般站,,,,
58022,山东,峄城,198101,201012,34.75,117.5666667,48.3,49.5,,,,,一般站,,,,
58024,山东,枣庄,198101,201012,34.86666667,117.5833333,77.7,78.5,,,,,一般站,,,,
58025,山东,台儿庄,198101,201012,34.56666667,117.7333333,27.6,28.8,,,,,一般站,,,,
58026,江苏,邳州,198101,201012,34.4,118.0166667,25.5,26.5,,,,,一般站,,,,
58027,江苏,徐州,196001,201207,34.28333333,117.15,41.2,42,基本站,,,国际交换站,一般站,,,,
58030,山东,苍山,198101,201012,34.88333333,118.0166667,44.5,45.7,,,,,一般站,,,,
58032,山东,临沭,198101,201012,34.93333333,118.65,70.1,71.3,,,,,一般站,,,,
58035,江苏,新沂,198101,201012,34.03333333,118.35,29.3,31.3,,,,,一般站,,,,
58036,江苏,东海,198101,201012,34.55,118.7166667,32.9,34.1,,,,,一般站,,,,
58038,江苏,沭阳,198101,201012,34.08333333,118.7833333,10.4,7.8,,,,,一般站,,,,
58040,江苏,赣榆,195701,201207,34.85,119.1333333,5.3,10.8,基本站,,,国际交换站,一般站,,,,
58041,江苏,西连岛,198101,201012,34.78333333,119.4333333,26.9,22,,,,,一般站,,,,
58044,江苏,连云港,198101,201012,34.53333333,119.2333333,4.7,4.7,,,,,一般站,,,,
58045,江苏,响水,198101,201012,34.2,119.6,4.8,8.4,,,,,一般站,,,,
58047,江苏,灌云,198101,201012,34.25,119.2333333,4.8,5.3,,,,,一般站,,,,
58048,江苏,灌南,198101,201012,34.11666667,119.35,4.2,9.1,,,,,一般站,,,,
58049,江苏,滨海,198101,201012,34.01666667,119.8,4.1,4.4,,,,,一般站,,,,
58100,河南,郸城,198101,201012,33.65,115.0166667,41.4,42.4,,,,,一般站,,,,
58101,河南,鹿邑,198101,201012,33.86666667,115.4833333,41.3,42.8,,,,,一般站,,,,
58102,安徽,毫州,195301,201207,33.86666667,115.7666667,37.7,39.2,基本站,,,国际交换站,一般站,,,,
58104,河南,沈丘,198101,201012,33.4,115.0666667,41.2,42.5,,,,,一般站,,,,
58107,安徽,临泉,198101,201012,33.01666667,115.2833333,35.8,37,,,,,一般站,,,,
58108,安徽,界首,198101,201012,33.23333333,115.0333333,34,35,,,,,一般站,,,,
58109,安徽,太和,198101,201012,33.18333333,115.6166667,33,34.2,,,,,一般站,,,,
58111,河南,永城,198101,201012,33.96666667,116.45,32.5,33.5,,,,,一般站,,,,
58112,安徽,天柱山,200701,201012,30.73333333,116.45,968.2,969.4,,,,,一般站,,,,
58113,安徽,濉溪,198101,201012,33.93333333,116.75,31.6,32.8,,,,,一般站,,,,
58114,安徽,涡阳,198101,201012,33.48333333,116.1833333,31.2,32.3,,,,,一般站,,,,
58116,安徽,淮北,198201,201012,33.98333333,116.0833333,31.5,32.7,,,,,一般站,,,,
58117,安徽,利辛,198101,201012,33.13333333,116.2,27.9,29.4,,,,,一般站,,,,
58118,安徽,蒙城,198101,201012,33.26666667,116.5166667,26,27.2,,,,,一般站,,,,
58122,安徽,宿县,195209,200012,33.63333333,116.9833333,25.9,27.1,基本站,,,,一般站,,,,
58125,安徽,灵璧,198101,201012,33.58333333,117.5166667,22.9,24.4,,,,,一般站,,,,
58126,安徽,泗县,198101,201012,33.46666667,117.8666667,19.5,20.7,,,,,一般站,,,,
58127,安徽,怀远,198101,201012,32.98333333,117.2,21.2,22.4,,,,,一般站,,,,
58128,安徽,固镇,198101,201012,33.03333333,117.35,21,22.2,,,,,一般站,,,,
58129,安徽,五河,198101,201012,33.15,117.0833333,14.9,16.1,,,,,一般站,,,,
58130,江苏,睢宁,198101,201012,33.93333333,117.95,23.8,24.5,,,,,一般站,,,,
58131,江苏,宿豫,198101,201012,33.96666667,118.2166667,25,26,,,,,一般站,,,,
58132,江苏,泗阳,198101,201012,33.71666667,118.6833333,14.5,19.1,,,,,一般站,,,,
58135,江苏,泗洪,198101,201012,33.48333333,118.2166667,16.9,19.5,,,,,一般站,,,,
58138,江苏,盱眙,195701,200012,32.98333333,118.5166667,40.8,42.8,基本站,,,,一般站,,,,
58139,江苏,洪泽,198101,201012,33.3,118.9166667,10.6,12,,,,,一般站,,,,
58140,江苏,涟水,198101,201012,33.76666667,119.3,9.1,13.4,,,,,一般站,,,,
58141,江苏,淮安,200101,201012,33.63333333,118.9333333,12.5,13.7,,,,,一般站,,,,
58143,江苏,阜宁,198101,201012,33.8,119.85,4.8,6.1,,,,,一般站,,,,
58144,江苏,淮阴区,195101,200012,33.6,119.0333333,17.5,18.6,基准站,,1988年改基准站,,,,,,
58145,江苏,楚州,198101,201012,33.05,119.15,7.4,8.4,,,,,一般站,,,,
58146,江苏,建湖,198101,201012,33.46666667,119.7666667,3,11.8,,,,,一般站,,,,
58147,江苏,金湖,198101,201012,32.98333333,118.9666667,24.2,28.6,,,,,一般站,,,,
58148,江苏,宝应,198101,201012,33.23333333,119.3,4.3,11.5,,,,,一般站,,,,
58150,江苏,射阳,195401,200012,33.75,120.3,1.8,3,基本站,,,,一般站,,,,
58154,江苏,盐城,198101,201012,33.43333333,120.2,2.5,6.8,,,,,一般站,,,,
58158,江苏,大丰,198101,201012,33.2,120.4833333,3.1,7.1,,,,,一般站,,,,
58202,安徽,阜南,198101,201012,32.06666667,115.5666667,31.2,32.4,,,,,一般站,,,,
58203,安徽,阜阳,195301,200012,32.86666667,115.7333333,32.7,33.9,基本站,,,,一般站,,,,
58205,河南,淮滨,198101,201012,32.46666667,115.4333333,34.9,36,,,,,一般站,,,,
58207,河南,潢川,198101,201012,32.01666667,115.05,42.8,44,,,,,一般站,,,,
58208,河南,固始,195207,200012,32.01666667,115.6166667,42.9,43.9,基本站,,,,一般站,,,,
58210,安徽,颍上,198101,201012,32.65,116.2333333,25.2,26.2,,,,,一般站,,,,
58212,安徽,凤台,198101,201012,32.71666667,116.7666667,23,24.2,,,,,一般站,,,,
58214,安徽,霍邱,198101,201012,32.03333333,116.2833333,32.9,34.1,,,,,一般站,,,,
58215,安徽,寿县,195501,200012,32.43333333,116.7833333,25.7,26.9,基准站,缺195606,1989年改基准站,,一般站,,,,
58220,安徽,长丰,198101,201012,32.46666667,117.15,28.1,29.3,,,,,一般站,,,,
58221,安徽,蚌埠,195109,201207,32.85,117.3,26.8,28,基本站,,,国际交换站,一般站,,,,
58222,安徽,凤阳,198101,201012,32.85,117.55,24.6,25.6,,,,,一般站,,,,
58223,安徽,明光,198101,201012,32.8,117.9833333,31.4,32.6,,,,,一般站,,,,
58224,安徽,淮南,198101,201012,32.65,117.0166667,32.6,33.6,,,,,一般站,,,,
58225,安徽,定远,198101,201012,32.53333333,117.0666667,69.6,70.6,,,,,一般站,,,,
58234,安徽,来安,198101,201012,32.46666667,118.4166667,40.4,41.6,,,,,一般站,,,,
58235,江苏,六合,198101,201012,32.36666667,118.85,10.4,12.3,,,,,一般站,,,,
58236,安徽,滁州,195106,200012,32.35,118.25,33.5,34.7,基本站,,,,一般站,,,,
58237,江苏,浦口,198101,201012,32.06666667,118.5833333,46.6,44.8,,,,,一般站,,,,
58238,江苏,南京,195101,201207,31.93333333,118.9,35.2,36.4,基准站,,1991年改基准站,国际交换站,一般站,,,,
58240,安徽,天长,198101,201012,32.68333333,119.0166667,21.3,22.5,,,,,一般站,,,,
58241,江苏,高邮,195405,200012,32.8,119.45,5.4,9.6,基本站,,缺196708-196710,,一般站,,,,
58242,江苏,仪征,198101,201012,32.3,119.0166667,22.5,23.5,,,,,一般站,,,,
58243,江苏,兴化,198101,201012,32.95,119.8166667,3,4.5,,,,,一般站,,,,
58244,江苏,江都,198101,201012,32.45,119.5833333,5.2,14.4,,,,,一般站,,,,
58245,江苏,扬州,198101,201012,32.41666667,119.4166667,9.9,14.7,,,,,一般站,,,,
58246,江苏,泰州,198101,201012,32.55,120,2.6,3.4,,,,,一般站,,,,
58247,江苏,扬中,198101,201012,32.26666667,119.8,5.4,6.3,,,,,一般站,,,,
58249,江苏,泰兴,198101,201012,32.01666667,120,4.4,8.5,,,,,一般站,,,,
58250,江苏,姜堰,198101,201012,32.51666667,120.15,6.2,10.5,,,,,一般站,,,,
58251,江苏,东台,195301,201207,32.85,120.2833333,3.3,4.1,基本站,,,国际交换站,一般站,,,,
58252,江苏,丹徒,198101,201012,32.18333333,119.4666667,27.3,32.3,,,,,一般站,,,,
58254,江苏,海安,198101,201012,32.51666667,120.45,5.4,10.2,,,,,一般站,,,,
58255,江苏,如皋,198101,201012,32.36666667,120.5666667,6.4,7.1,,,,,一般站,,,,
58257,江苏,靖江,198101,201012,31.98333333,120.25,4.3,12.6,,,,,一般站,,,,
58259,江苏,南通,195101,200012,32.08333333,120.9833333,4.8,4.6,基本站,,,,一般站,,,,
58264,江苏,如东,198101,201012,32.03333333,121.1833333,3.4,11.1,,,,,一般站,,,,
58265,江苏,吕泗,195701,200012,32.06666667,121.6,3.6,6.5,基准站,,1987年改基准站,,一般站,,,,
58268,江苏,通州,198101,201012,32.1,121.0833333,4.4,9.8,,,,,一般站,,,,
58269,江苏,启东,198101,201012,31.78333333,121.65,3.3,12.5,,,,,一般站,,,,
58301,河南,商城,198101,201012,31.81666667,115.3833333,92.1,92.9,,,,,一般站,,,,
58306,安徽,金寨,198101,201012,31.68333333,115.8833333,95.4,96.5,,,,,一般站,,,,
58311,安徽,六安,195511,200012,31.73333333,116.05,74.1,75.3,基本站,,,,一般站,,,,
58314,安徽,霍山,195401,201207,31.4,116.3166667,86.4,87.6,基本站,,,国际交换站,一般站,,,,
58316,安徽,舒城,198101,201012,31.46666667,116.9166667,23.6,24.8,,,,,一般站,,,,
58317,安徽,岳西,198101,201012,30.86666667,116.3666667,434.2,435.4,,,,,一般站,,,,
58319,安徽,桐城,199101,200012,31.06666667,116.95,85.4,86,基准站,,1991年改基准站,,一般站,,,,
58320,安徽,肥西,198101,201012,31.73333333,117.1333333,21.8,22.8,,,,,一般站,,,,
58321,安徽,合肥,195208,201207,31.78333333,117.3,27,28.2,基本站,,,国际交换站,一般站,,,,
58323,安徽,肥东,198101,201012,31.88333333,117.4666667,25,26,,,,,一般站,,,,
58326,安徽,巢湖,195610,200012,31.58333333,117.0833333,30.9,31.9,基本站,,,,一般站,,,,
58327,安徽,庐江,198101,201012,31.26666667,117.2833333,45.2,46.4,,,,,一般站,,,,
58329,安徽,无为,198101,201012,31.03333333,117.8666667,9.6,10.8,,,,,一般站,,,,
58330,安徽,含山,198101,201012,31.75,118.0833333,26,27,,,,,一般站,,,,
58331,安徽,和县,198101,201012,31.73333333,118.3666667,22.5,23.5,,,,,一般站,,,,
58334,安徽,芜湖,195201,198512,31.38333333,118.3666667,9.5,10.7,一般站,,1986年1月改一般站,,一般站,,,,
58335,安徽,当涂,198101,201012,31.56666667,118.5166667,23.2,24.4,,,,,一般站,,,,
58336,安徽,马鞍山,198101,201012,31.7,118.5666667,80,81.2,,,,,一般站,,,,
58337,安徽,繁昌,198101,201012,31.08333333,118.1833333,26.8,28,,,,,一般站,,,,
58338,安徽,芜湖县,198601,200012,31.15,118.5833333,17.1,18.3,基本站,,,,一般站,,,,
58339,江苏,高淳,198101,201012,31.03333333,118.9,15.2,20.9,,,,,一般站,,,,
58340,江苏,溧水,198101,201012,31.65,119.0333333,25.5,27,,,,,一般站,,,,
58341,江苏,丹阳,198101,201012,31.98333333,119.6,6.6,10.2,,,,,一般站,,,,
58342,江苏,金坛,198101,201012,31.71666667,119.55,6.9,7.7,,,,,一般站,,,,
58343,江苏,常州,195201,200012,31.76666667,119.9333333,4.9,5.8,基本站,,,,,,,,
58344,江苏,句容,198101,201012,31.96666667,119.2,36,35,,,,,一般站,,,,
58345,江苏,溧阳,195301,200012,31.43333333,119.4833333,5.9,8.1,基本站,,,,一般站,,,,
58346,江苏,宜兴,198101,201012,31.03333333,119.8166667,16.4,15.8,,,,,一般站,,,,
58349,江苏,苏州,199501,201012,31.41666667,120.5666667,8,8.9,,,,,一般站,,,,
58351,江苏,江阴,198101,201012,31.9,120.3,4.2,12.2,,,,,一般站,,,,
58352,江苏,常熟,198101,201012,31.65,120.7666667,4.5,13.5,,,,,一般站,,,,
58353,江苏,张家港,198101,201012,31.86666667,120.5666667,8.7,10.9,,,,,一般站,,,,
58354,江苏,无锡,198101,201012,31.61666667,120.35,3.2,4.1,,,,,一般站,,,,
58356,江苏,昆山,198101,201012,31.4,121,3.2,7.5,,,,,一般站,,,,
58358,江苏,吴县东山,195601,200012,31.06666667,120.4333333,16.7,21,基本站,,,,一般站,,,,
58359,江苏,吴江,198101,201012,31.13333333,120.6166667,4.7,8.5,,,,,一般站,,,,
58360,江苏,海门,198101,201012,31.91666667,121.2,3.3,6.5,,,,,一般站,,,,
58361,上海,闵行,198101,201012,31.1,121.3666667,5.5,10.2,,,,,一般站,,,,
58362,上海,上海,195901,201207,31.4,121.45,5.5,6.7,基本站,,,国际交换站,一般站,,,,
58365,上海,嘉定,198101,201012,31.36666667,121.25,4.4,9.2,,,,,一般站,,,,
58366,上海,崇明,198101,201012,31.06666667,121.05,4.3,5.8,,,,,一般站,,,,
58367,上海,上海龙华,195101,199812,31.2,121.4333333,4.6,8.6,一般站,,1999年改一般站,,一般站,,,,
58369,上海,南汇,198101,201012,31.05,121.7833333,5,6.2,,,,,一般站,,,,
58370,上海,浦东,199701,201012,31.23333333,121.5333333,4.4,8.1,,,,,一般站,,,,
58377,江苏,太仓,198101,201012,31.51666667,121.1,5.7,6.7,,,,,一般站,,,,
58401,湖北,罗田,198101,201012,30.75,115.4,123.1,122.2,,,,,一般站,,,,
58402,湖北,英山,195611,200012,30.73333333,115.0666667,123.8,128.6,基本站,,,,一般站,,,,
58404,湖北,浠水,198101,201012,30.46666667,115.2166667,61.8,56.8,,,,,一般站,,,,
58407,湖北,黄石,195401,200012,30.25,115.05,19.6,20.6,基本站,,缺195408,,,,,,
58408,湖北,蕲春,198101,201012,30.23333333,115.4333333,35.1,36.3,,,,,一般站,,,,
58409,湖北,黄梅,198101,201012,30.1,115.9333333,32,27.6,,,,,一般站,,,,
58417,安徽,宿松,198101,201012,30.01666667,116.1333333,54.7,55.9,,,,,一般站,,,,
58424,安徽,安庆,195101,201207,30.53333333,117.05,19.8,19.6,基本站,,,国际交换站,,,,,
58429,安徽,铜陵,198101,201012,30.98333333,117.85,11,12.2,,,,,一般站,,,,
58431,安徽,南陵,198101,201012,30.9,118.3166667,39,40.2,,,,,一般站,,,,
58432,安徽,泾县,198101,201012,30.68333333,118.4,57.3,58.4,,,,,一般站,,,,
58433,安徽,宣城,198101,201012,30.93333333,118.75,31.2,32.2,,,,,一般站,,,,
58435,安徽,旌德,198101,201012,30.3,118.5333333,220.2,221.3,,,,,一般站,,,,
58436,安徽,宁国,195608,200012,30.61666667,118.9833333,87.3,88.5,基本站,,,,一般站,,,,
58437,安徽,黄山区,195601,200012,30.13333333,118.15,1840.4,1841.4,基本站,,,,一般站,,,,
58441,安徽,广德,198101,201012,30.86666667,119.4166667,43.1,44.3,,,,,一般站,,,,
58442,安徽,郎溪,198101,201012,31.01666667,119.1833333,16.5,17.7,,,,,一般站,,,,
58443,浙江,长兴,198101,201012,31.01666667,119.9,25,19.8,,,,,一般站,,,,
58445,浙江,天目山,195601,199804,30.35,119.4166667,1505.9,1502.9,基本站,,1998年5月改一般站,,,,,,
58446,浙江,安吉,198101,201012,30.63333333,119.7,72.2,66.8,,,,,一般站,,,,
58448,浙江,临安,198101,201012,30.21666667,119.7,117.6,118.6,,,,,一般站,,,,
58449,浙江,富阳,198101,201012,30.05,119.95,46.5,47.9,,,,,一般站,,,,
58450,浙江,湖州,198101,201012,30.86666667,120.05,7.4,7.8,,,,,一般站,,,,
58451,浙江,嘉善,198101,201012,30.08333333,120.9333333,2.6,3.4,,,,,一般站,,,,
58452,浙江,嘉兴,198101,201012,30.73333333,120.7666667,4.8,4.3,,,,,一般站,,,,
58453,浙江,绍兴,198101,201012,30.06666667,120.05,7.9,10.7,,,,,一般站,,,,
58454,浙江,德清,198101,201012,30.53333333,119.9833333,102,103,,,,,一般站,,,,
58455,浙江,海宁,198101,201012,30.51666667,120.65,8.8,8.1,,,,,一般站,,,,
58456,浙江,桐乡,198101,201012,30.63333333,120.5166667,6,6.7,,,,,一般站,,,,
58457,浙江,杭州,195101,201207,30.23333333,120.0166667,41.7,42.6,基准站,,1993年改基准站,国际交换站,一般站,,,,
58458,浙江,海盐,198101,201012,30.53333333,120.9,4.8,3.9,,,,,一般站,,,,
58459,浙江,萧山,198101,201012,30.18333333,120.2833333,44.3,42.4,,,,,一般站,,,,
58460,上海,金山,198101,201012,30.73333333,121.35,5.2,6.2,,,,,一般站,,,,
58461,上海,青浦,198101,201012,31.13333333,121.1166667,4,8.5,,,,,一般站,,,,
58462,上海,松江,198101,201012,31.03333333,121.2333333,4.2,9.1,,,,,一般站,,,,
58463,上海,奉贤,198101,201012,30.88333333,121.05,4.6,9.5,,,,,一般站,,,,
58464,浙江,平湖,195401,200012,30.65,121.1166667,4,5.5,基本站,,,,一般站,,,,
58467,浙江,慈溪,195401,200012,30.2,121.2666667,4.5,5.7,基本站,,,,一般站,,,,
58468,浙江,余姚,198101,201012,30.05,121.0166667,5.4,6.6,,,,,一般站,,,,
58472,浙江,嵊泗,195901,200012,30.73333333,122.45,79.6,73.9,基本站,,,,一般站,,,,
58473,浙江,嵊山,197604,199012,30.73333333,122.8166667,124.6,123.5,一般站,,1991年1月改一般站,,,,,,
58477,浙江,定海,195501,201207,30.03333333,122.1,35.7,36.7,基准站,,1991年改基准站,国际交换站,一般站,,,,
58484,浙江,岱山,198101,201012,30.25,122.2,37.1,9.4,,,,,一般站,,,,
58500,湖北,阳新,198101,201012,29.85,115.2,45.8,47,,,,,一般站,,,,
58501,湖北,武穴,198101,201012,29.91666667,115.6333333,23.5,25.8,,,,,一般站,,,,
58502,江西,九江,195101,199112,29.73333333,116,36.1,37.1,一般站,,1992年改一般站,,一般站,,,,
58503,江西,瑞昌,198101,201012,29.7,115.0666667,41.2,42.4,,,,,一般站,,,,
58506,江西,庐山,195412,200012,29.58333333,115.9833333,1164.5,1165.4,基本站,,,,一般站,,,,
58507,江西,武宁,198101,201012,29.25,115.1166667,116,117.1,,,,,一般站,,,,
58508,江西,德安,198101,201012,29.03333333,115.7666667,41.3,42.5,,,,,一般站,,,,
58509,江西,永修,198101,201012,29.05,115.8166667,36.6,37.8,,,,,一般站,,,,
58510,江西,湖口,198101,201012,29.73333333,116.2333333,40.1,41.3,,,,,一般站,,,,
58512,江西,彭泽,198101,201012,29.9,116.55,71.3,72.5,,,,,一般站,,,,
58514,江西,星子,198101,201012,29.45,116.05,37.1,38.3,,,,,一般站,,,,
58517,江西,都昌,198101,201012,29.26666667,116.2,35.5,36.7,,,,,一般站,,,,
58519,江西,波阳,195412,200012,29,116.6833333,40.1,45.3,基本站,,,,一般站,,,,
58520,安徽,祁门,198101,201012,29.85,117.7166667,142,143.1,,,,,一般站,,,,
58523,安徽,黟县,198101,201012,29.93333333,117.9333333,227.5,228.7,,,,,一般站,,,,
58524,江西,浮梁,#N/A,#N/A,29.36666667,117.2166667,87.4,87.3,,,,,一般站,,,,
58527,江西,景德镇,195207,201207,29.3,117.2,61.5,62.9,基本站,,,国际交换站,一般站,,,,
58529,江西,婺源,198101,201012,29.26666667,117.85,80.9,82.1,,,,,一般站,,,,
58530,安徽,歙县,198101,201012,29.86666667,118.4333333,168.7,170.1,,,,,一般站,,,,
58531,安徽,屯溪,195301,200012,29.71666667,118.2833333,142.7,143.9,基准站,,1987年改基准站,,一般站,,,,
58534,安徽,休宁,198101,201012,29.78333333,118.1833333,170.2,171.4,,,,,一般站,,,,
58537,浙江,开化,198101,201012,29.13333333,118.4,153.6,154.1,,,,,一般站,,,,
58542,浙江,桐庐,198101,201012,29.81666667,119.6833333,46.1,47.3,,,,,一般站,,,,
58543,浙江,淳安,199801,200012,29.61666667,119.0166667,171.4,172.6,基本站,,1998年5月增为基本站,,一般站,,,,
58544,浙江,建德,198101,201012,29.48333333,119.2666667,88.9,90.1,,,,,一般站,,,,
58546,浙江,浦江,198101,201012,29.46666667,119.8833333,115.8,114.2,,,,,一般站,,,,
58547,浙江,龙游,198101,201012,29.03333333,119.1833333,66.2,65.1,,,,,一般站,,,,
58548,浙江,兰溪,198101,201012,29.21666667,119.4666667,50.2,46.7,,,,,一般站,,,,
58549,浙江,金华,195301,200012,29.11666667,119.65,62.6,61.4,基本站,,,,一般站,,,,
58550,浙江,诸暨,198101,201012,29.7,120.25,39.1,39.4,,,,,一般站,,,,
58553,浙江,上虞,198101,201012,30.05,120.8166667,6.4,6.4,,,,,一般站,,,,
58555,浙江,新昌,198101,201012,29.51666667,120.8833333,113.9,112.4,,,,,一般站,,,,
58556,浙江,嵊县,195301,200012,29.6,120.8166667,104.3,103.8,基本站,,,,一般站,,,,
58557,浙江,义乌,198101,201012,29.03333333,120.0833333,90,87.6,,,,,一般站,,,,
58558,浙江,东阳,198101,201012,29.26666667,120.2166667,89.9,89,,,,,一般站,,,,
58559,浙江,天台,198101,201012,29.01666667,120.9833333,58.3,59.5,,,,,一般站,,,,
58560,浙江,磐安,#N/A,#N/A,29.05,120.4333333,304.5,301.3,,,,,一般站,,,,
58561,浙江,镇海,200901,201012,29.98333333,121.6,4,5.2,,,,,一般站,,,,
58562,浙江,鄞县,195301,200012,29.78333333,121.55,5,6.2,基本站,,,,一般站,,,,
58563,浙江,北仑,198101,201012,29.88333333,121.0833333,5,6,,,,,一般站,,,,
58565,浙江,奉化,198101,201012,29.7,121.3833333,41.5,42.7,,,,,一般站,,,,
58566,浙江,象山,200601,201012,29.46666667,121.8833333,6,7.2,,,,,一般站,,,,
58567,浙江,宁海,198101,201012,29.31666667,121.4333333,39.3,40.4,,,,,一般站,,,,
58568,浙江,三门,198101,201012,29.11666667,121.3833333,34.5,35.9,,,,,一般站,,,,
58569,浙江,石浦,195601,200012,29.2,121.95,128.4,129.2,基本站,,,,一般站,,,,
58570,浙江,普陀,198101,201012,29.95,122.3,85.2,83.2,,,,,一般站,,,,
58600,江西,靖安,198101,201012,28.86666667,115.3666667,78.9,80.1,,,,,一般站,,,,
58601,江西,奉新,198101,201012,28.7,115.3833333,53.7,54.9,,,,,一般站,,,,
58602,江西,安义,198101,201012,28.85,115.55,38.8,39.8,,,,,一般站,,,,
58605,江西,高安,198101,201012,28.41666667,115.3833333,46.8,48.3,,,,,一般站,,,,
58606,江西,南昌,195101,201207,28.6,115.9166667,46.9,47.9,基本站,,,国际交换站,一般站,,,,
58607,江西,南昌县,198101,201012,28.55,115.95,31.9,32.9,,,,,一般站,,,,
58608,江西,樟树,195701,200012,28.06666667,115.55,30.4,35.4,基本站,,,,一般站,,,,
58609,江西,丰城,198101,201012,28.21666667,115.8166667,27,28.2,,,,,一般站,,,,
58612,江西,余干,198101,201012,28.7,116.6833333,21.1,22.3,,,,,一般站,,,,
58614,江西,进贤,198101,201012,28.38333333,116.2666667,34.2,35.5,,,,,一般站,,,,
58615,江西,万年,198101,201012,28.68333333,117.0833333,56,57.2,,,,,一般站,,,,
58616,江西,余江,198101,201012,28.2,116.8166667,40.9,41.9,,,,,一般站,,,,
58618,江西,东乡,198101,201012,28.26666667,116.6,82.4,83.6,,,,,一般站,,,,
58619,江西,临川,200601,201012,28,116.3666667,49.3,50.2,,,,,一般站,,,,
58620,江西,乐平,198101,201012,29.01666667,117.1,51.2,52.4,,,,,一般站,,,,
58622,江西,德兴,198101,201012,28.95,117.5833333,88.5,89.7,,,,,一般站,,,,
58623,江西,上饶县,198101,201012,28.46666667,117.9166667,90.6,91.6,,,,,一般站,,,,
58624,江西,弋阳,198101,201012,28.4,117.4333333,70,71,,,,,一般站,,,,
58625,江西,横峰,198101,201012,28.41666667,117.6,79,80.2,,,,,一般站,,,,
58626,江西,贵溪,195207,200012,28.31666667,117.25,60.8,57.6,基本站,,,,一般站,,,,
58627,江西,鹰潭,198101,201012,28.25,117.0333333,55.8,57,,,,,一般站,,,,
58629,江西,铅山,198101,201012,28.28333333,117.7,100.2,101.4,,,,,一般站,,,,
58631,浙江,常山,198101,201012,28.9,118.05,137,132.1,,,,,一般站,,,,
